entry_idx,exit_idx,entry_price,exit_price,direction,exit_type,gross_return,net_return,meta_prob_at_entry,pred_at_entry
340,341,1.05268,1.04668,short,tp,0.00569973781206065,0.0036997378120606503,0.41486736861446943,2
345,346,1.11474,1.10874,long,sl,-0.0053824210129716395,-0.0073824210129716395,0.4912880248352451,1
352,353,1.11909,1.12509,long,tp,0.005361499075141414,0.0033614990751414144,0.35462124312419013,1
357,358,1.08695,1.08095,long,sl,-0.005520033120198726,-0.007520033120198726,0.36539271445887583,1
363,364,1.14862,1.14262,long,sl,-0.00522365969598301,-0.00722365969598301,0.3536339868316194,1
372,373,1.03824,1.04424,short,sl,-0.00577901063337957,-0.00777901063337957,0.4240436884740196,2
376,377,1.138,1.132,long,sl,-0.00527240773286468,-0.00727240773286468,0.442002627842975,1
387,388,1.16056,1.15456,long,sl,-0.005169917970634871,-0.007169917970634871,0.37738483825565616,1
392,393,1.15578,1.16178,long,tp,0.005191299382235378,0.0031912993822353778,0.3554610391025032,1
399,400,1.11965,1.11365,long,sl,-0.005358817487607739,-0.007358817487607739,0.3538808778445876,1
407,408,1.02901,1.03501,short,sl,-0.005830847124906469,-0.007830847124906469,0.3844335233926414,2
421,422,1.10147,1.09547,long,sl,-0.005447265926443757,-0.0074472659264437574,0.3527073533041265,1
431,432,1.07197,1.06597,long,sl,-0.005597171562637018,-0.007597171562637018,0.38293679599113206,1
437,438,1.05219,1.05819,short,sl,-0.005702392153508402,-0.007702392153508402,0.3900337209196256,2
448,449,1.06902,1.07502,short,sl,-0.00561261716338329,-0.00761261716338329,0.4492702560003224,2
454,455,1.11216,1.10616,long,sl,-0.005394907207596034,-0.007394907207596034,0.4372626438559449,1
466,467,1.0624,1.0684,long,tp,0.005647590361445788,0.0036475903614457883,0.3875164070726032,1
470,471,1.06616,1.07216,short,sl,-0.005627673144743758,-0.007627673144743758,0.43275737342545195,2
477,478,1.07745,1.08345,short,sl,-0.005568703884170964,-0.007568703884170964,0.478773642624908,2
481,482,1.16205,1.15605,long,sl,-0.005163289015102625,-0.007163289015102625,0.35240941956913413,1
494,495,1.17731,1.17131,long,sl,-0.005096363744468326,-0.007096363744468326,0.46626079434542067,1
506,507,1.17765,1.17165,long,sl,-0.00509489237039868,-0.00709489237039868,0.36322638419518194,1
510,512,1.12368,1.12968,long,tp,0.005339598462195647,0.0033395984621956473,0.42828189293151614,1
514,515,1.08154,1.08754,short,sl,-0.005547645024687025,-0.007547645024687025,0.3729809207954436,2
519,520,1.12386,1.11786,short,tp,0.005338743259836639,0.003338743259836639,0.434521070049479,2
523,525,1.09202,1.08602,long,sl,-0.005494404864379778,-0.007494404864379778,0.3535224970115574,1
538,539,1.05692,1.06292,short,sl,-0.00567687242175378,-0.00767687242175378,0.36219998994890545,2
548,549,1.0998,1.0938,long,sl,-0.005455537370430991,-0.007455537370430991,0.35233569080139193,1
553,554,1.05192,1.04592,long,sl,-0.005703855806525216,-0.007703855806525216,0.3528480166942269,1
557,558,1.0998,1.0938,long,sl,-0.005455537370430991,-0.007455537370430991,0.3926354563006069,1
562,563,1.10361,1.09761,long,sl,-0.005436703183189719,-0.007436703183189719,0.5100975984441583,1
572,573,1.11178,1.10578,long,sl,-0.005396751155804211,-0.007396751155804211,0.36067752293201555,1
578,579,1.04623,1.05223,short,sl,-0.005734876652361341,-0.007734876652361341,0.3595508519764021,2
582,583,1.09297,1.08697,long,sl,-0.005489629175549197,-0.007489629175549197,0.3544707508975266,1
586,588,1.0927,1.0867,long,sl,-0.005490985631920934,-0.007490985631920934,0.3549948817913963,1
590,591,1.16267,1.15667,long,sl,-0.005160535663601886,-0.007160535663601886,0.3630579901029929,1
594,595,1.17454,1.16854,long,sl,-0.0051083828562671395,-0.0071083828562671396,0.5247063290950816,1
603,604,1.03078,1.03678,short,sl,-0.005820834707697089,-0.007820834707697089,0.3699898989869941,2
607,608,1.06184,1.06784,short,sl,-0.005650568823928281,-0.0076505688239282815,0.36651467213456956,2
611,612,1.13221,1.12621,long,sl,-0.005299370258167659,-0.0072993702581676595,0.3541803632520104,1
615,616,1.05609,1.05009,short,tp,0.005681333977217856,0.0036813339772178563,0.530380511186496,2
619,620,1.11872,1.11272,long,sl,-0.00536327231121282,-0.00736327231121282,0.43070917453386315,1
626,627,1.0541,1.0601,short,sl,-0.005692059576890243,-0.007692059576890243,0.40225553429811645,2
634,635,1.03851,1.04451,short,sl,-0.005777508160730282,-0.007777508160730282,0.4057463370567924,2
643,644,1.11753,1.12353,long,tp,0.005368983382996435,0.003368983382996435,0.37827685368660585,1
649,650,1.1576,1.1516,long,sl,-0.005183137525915692,-0.007183137525915692,0.3927700515429371,1
657,658,1.07483,1.08083,short,sl,-0.005582278127703921,-0.007582278127703921,0.5048900604535503,2
668,669,1.03983,1.04583,short,sl,-0.005770173970745223,-0.007770173970745223,0.406051399983791,2
674,675,1.11146,1.1054599999999999,long,sl,-0.005398304932251278,-0.007398304932251278,0.35288287988761463,1
680,682,1.16932,1.16332,long,sl,-0.0051311873567543576,-0.007131187356754358,0.5363815457589468,1
684,685,1.17863,1.17263,long,sl,-0.005090656100727119,-0.007090656100727119,0.3684514038681499,1
688,689,1.08804,1.08204,short,tp,0.005514503143266797,0.0035145031432667973,0.42381136966930083,2
694,695,1.03578,1.04178,short,sl,-0.005792735909169906,-0.007792735909169906,0.3631165750664515,2
700,701,1.04193,1.04793,short,sl,-0.0057585442400161285,-0.0077585442400161285,0.42423224082418926,2
707,708,1.13382,1.12782,long,sl,-0.005291845266444413,-0.007291845266444413,0.3557925465878486,1
712,713,1.08698,1.09298,long,tp,0.00551988077057536,0.00351988077057536,0.35488429718877806,1
716,717,1.10389,1.10989,long,tp,0.005435324171792484,0.003435324171792484,0.35468506472070055,1
720,723,1.09147,1.08547,long,sl,-0.0054971735366066,-0.0074971735366066,0.3739341004499373,1
736,737,1.06071,1.06671,long,tp,0.005656588511468738,0.0036565885114687377,0.3521820495358674,1
743,744,1.17977,1.17377,long,sl,-0.00508573705044204,-0.00708573705044204,0.3592058399820351,1
751,752,1.12824,1.12224,long,sl,-0.005318017443097218,-0.007318017443097218,0.4624201551442493,1
756,757,1.13338,1.12738,long,sl,-0.005293899662955059,-0.007293899662955059,0.3541481733454573,1
767,768,1.15966,1.15366,long,sl,-0.0051739302899125655,-0.0071739302899125655,0.3652150170253434,1
774,775,1.06426,1.05826,short,tp,0.005637720105989143,0.0036377201059891433,0.39704474045548,2
779,781,1.07224,1.07824,short,sl,-0.0055957621428038545,-0.0075957621428038545,0.4820532119013165,2
788,789,1.12567,1.11967,long,sl,-0.0053301589275720285,-0.0073301589275720285,0.36996776402400755,1
799,800,1.17405,1.16805,long,sl,-0.005110514884374605,-0.007110514884374605,0.3690406926718702,1
803,804,1.12308,1.11708,long,sl,-0.005342451116572288,-0.007342451116572288,0.36400406926020973,1
811,812,1.16884,1.16284,long,sl,-0.0051332945484411936,-0.007133294548441194,0.46965053532406903,1
817,818,1.11905,1.11305,long,sl,-0.005361690719806984,-0.007361690719806984,0.3536364412518376,1
822,823,1.1367,1.1307,long,sl,-0.005278437582475592,-0.007278437582475592,0.38682199455055616,1
828,829,1.10257,1.09657,long,sl,-0.0054418313576462315,-0.0074418313576462315,0.3595978567978127,1
833,834,1.05037,1.05637,short,sl,-0.0057122728181498,-0.0077122728181498,0.4280279685091893,2
839,840,1.04868,1.05468,long,tp,0.005721478430026324,0.003721478430026324,0.35551537654492105,1
843,844,1.05328,1.04728,short,tp,0.005696490961567679,0.003696490961567679,0.3752246816650063,2
850,851,1.17594,1.16994,long,sl,-0.0051023011378131585,-0.0071023011378131586,0.38217137137671614,1
855,856,1.17186,1.16586,long,sl,-0.005120065536838876,-0.007120065536838876,0.43339848037420925,1
863,864,1.13675,1.13075,long,sl,-0.005278205410160551,-0.007278205410160551,0.5265788792350293,1
869,870,1.02165,1.02765,short,sl,-0.005872852738217595,-0.007872852738217594,0.3841967731260844,2
880,881,1.08903,1.08303,long,sl,-0.005509490096691556,-0.007509490096691556,0.36802952839852515,1
884,885,1.06474,1.05874,short,tp,0.00563517854124012,0.0036351785412401198,0.4823201641059136,2
890,891,1.13275,1.12675,long,sl,-0.005296843963804905,-0.007296843963804905,0.35913843158876513,1
910,911,1.11129,1.1052899999999999,short,tp,0.005399130739950873,0.0033991307399508734,0.486764358919757,2
921,922,1.06658,1.07258,short,sl,-0.005625457068386811,-0.007625457068386811,0.39684574158174285,2
928,929,1.05598,1.06198,short,sl,-0.0056819257940491355,-0.0076819257940491355,0.4934369610021861,2
934,935,1.02904,1.03504,short,sl,-0.005830677135971396,-0.007830677135971395,0.37587824569573874,2
943,944,1.07731,1.08331,short,sl,-0.005569427555671074,-0.007569427555671074,0.3563322979636519,2
949,950,1.0855,1.0915,short,sl,-0.005527406725011521,-0.007527406725011521,0.49851086595247995,2
961,962,1.16956,1.16356,long,sl,-0.0051301344095215345,-0.0071301344095215345,0.3670760849228551,1
965,966,1.05543,1.06143,short,sl,-0.005684886728631936,-0.007684886728631936,0.37621764564034077,2
969,970,1.16272,1.16872,long,tp,0.005160313747075827,0.003160313747075827,0.35558816324359616,1
973,974,1.17608,1.17008,long,sl,-0.0051016937623290974,-0.0071016937623290975,0.37763617665868643,1
980,981,1.16959,1.16359,long,sl,-0.005130002821501557,-0.007130002821501557,0.4035900496788729,1
991,992,1.16074,1.15474,long,sl,-0.005169116253424544,-0.007169116253424544,0.4712892620206737,1
998,999,1.1158,1.1098,long,sl,-0.00537730776124754,-0.00737730776124754,0.3551681577796832,1
1004,1005,1.1342,1.1282,long,sl,-0.005290072297654739,-0.007290072297654739,0.49235876673889106,1
1010,1011,1.0281,1.0341,short,sl,-0.005836008170411444,-0.007836008170411444,0.3942780105238231,2
1022,1025,1.03886,1.03286,short,tp,0.0057755616733727415,0.0037755616733727414,0.47726815698883107,2
1027,1028,1.09075,1.0967500000000001,long,tp,0.005500802200320885,0.003500802200320885,0.36078855594458653,1
1036,1038,1.09598,1.10198,long,tp,0.005474552455336781,0.003474552455336781,0.356869240720288,1
1049,1050,1.13321,1.12721,long,sl,-0.005294693834329034,-0.007294693834329034,0.36195533207119723,1
1053,1054,1.17396,1.1679599999999999,long,sl,-0.0051109066748441226,-0.007110906674844123,0.3745978816099574,1
1058,1059,1.04179,1.04779,long,tp,0.005759318096737351,0.003759318096737351,0.35384575165709337,1
1063,1064,1.04728,1.05328,short,sl,-0.005729126881063331,-0.007729126881063331,0.38050868924158143,2
1069,1070,1.15734,1.15134,long,sl,-0.0051843019337446256,-0.007184301933744626,0.4214997228857285,1
1079,1080,1.07393,1.07993,short,sl,-0.0055869563193131815,-0.0075869563193131815,0.3854959050224491,2
1083,1084,1.16746,1.16146,long,sl,-0.005139362376441168,-0.007139362376441168,0.383418431561591,1
1090,1091,1.0268,1.0328,short,sl,-0.005843396961433585,-0.007843396961433585,0.45170484515240356,2
1094,1095,1.15834,1.16434,long,tp,0.005179826303157972,0.003179826303157972,0.36532833991948044,1
1108,1109,1.04912,1.05512,short,sl,-0.0057190788470337095,-0.0077190788470337095,0.35530853592174755,2
1114,1115,1.11783,1.11183,long,sl,-0.005367542470679804,-0.007367542470679804,0.45558793167617434,1
1120,1121,1.14225,1.13625,long,sl,-0.005252790544977024,-0.007252790544977024,0.3548606319034917,1
1124,1126,1.08609,1.08009,long,sl,-0.0055244040549125815,-0.007524404054912582,0.38679094081401333,1
1133,1134,1.05996,1.06596,short,sl,-0.005660590965696824,-0.007660590965696824,0.4248386893664658,2
1145,1146,1.07916,1.07316,short,tp,0.005559879906594023,0.003559879906594023,0.3853843070263004,2
1152,1153,1.06768,1.07368,short,sl,-0.005619661321744348,-0.007619661321744348,0.4857568281102658,2
1157,1158,1.13407,1.12807,long,sl,-0.005290678705899994,-0.007290678705899994,0.35299514440564267,1
1163,1164,1.09448,1.08848,long,sl,-0.005482055405306635,-0.007482055405306635,0.3762846231600078,1
1167,1168,1.06183,1.06783,short,sl,-0.0056506220393094985,-0.0076506220393094985,0.3714038238381618,2
1172,1173,1.1384,1.1324,long,sl,-0.0052705551651440665,-0.0072705551651440666,0.37079125905693894,1
1187,1188,1.0721,1.0781,short,sl,-0.005596492864471603,-0.007596492864471603,0.4065860673644417,2
1191,1192,1.0647,1.0707,short,sl,-0.005635390250774871,-0.007635390250774871,0.5277183851737713,2
1204,1205,1.1361,1.1301,long,sl,-0.005281225244256672,-0.007281225244256672,0.39874298813695147,1
1208,1209,1.17246,1.16646,long,sl,-0.005117445371270666,-0.007117445371270666,0.3748739152919945,1
1213,1214,1.06969,1.06369,long,sl,-0.005609101702362371,-0.0076091017023623714,0.35256685838929275,1
1217,1218,1.09773,1.09173,long,sl,-0.005465824929627508,-0.007465824929627508,0.3652258831897199,1
1221,1222,1.13336,1.13936,long,tp,0.005293993082515711,0.0032939930825157107,0.35835373171974866,1
1225,1226,1.10224,1.09624,long,sl,-0.005443460589345337,-0.007443460589345337,0.47010503876513915,1
1239,1240,1.08,1.074,long,sl,-0.00555555555555556,-0.00755555555555556,0.3629820617587038,1
1256,1257,1.13509,1.12909,long,sl,-0.005285924464139413,-0.007285924464139413,0.3870522322188048,1
1265,1266,1.04876,1.05476,short,sl,-0.00572104199244823,-0.00772104199244823,0.45162211385242435,2
1272,1273,1.04859,1.05459,long,tp,0.005721969501902561,0.0037219695019025606,0.3530256547111957,1
1277,1278,1.02988,1.03588,short,sl,-0.005825921466578636,-0.007825921466578636,0.37390026888379574,2
1290,1292,1.07012,1.07612,short,sl,-0.005606847830149895,-0.007606847830149895,0.5113735508597271,2
1305,1306,1.05071,1.05671,long,tp,0.005710424379705157,0.0037104243797051566,0.41842072934972957,1
1311,1312,1.09196,1.09796,long,tp,0.005494706765815602,0.003494706765815602,0.35374754212602627,1
1328,1329,1.06653,1.07253,short,sl,-0.0056257207954769255,-0.0076257207954769255,0.4162323002030801,2
1339,1340,1.14816,1.14216,long,sl,-0.005225752508361208,-0.007225752508361208,0.3802795579813165,1
1349,1350,1.06977,1.0757700000000001,short,sl,-0.005608682240107691,-0.007608682240107691,0.46576401393878664,2
1356,1358,1.07734,1.08334,long,tp,0.00556927246737335,0.00356927246737335,0.35272254239096473,1
1364,1365,1.10039,1.09439,long,sl,-0.005452612255654818,-0.0074526122556548184,0.3618284064928374,1
1369,1370,1.08054,1.08654,short,sl,-0.005552779165972574,-0.007552779165972574,0.3844287990980984,2
1377,1378,1.02402,1.03002,short,sl,-0.005859260561317167,-0.007859260561317166,0.437052106668064,2
1384,1385,1.06166,1.05566,short,tp,0.005651526854171774,0.0036515268541717737,0.37827430978779386,2
1396,1397,1.04683,1.05283,short,sl,-0.005731589656391206,-0.007731589656391206,0.47013812421589135,2
1401,1402,1.0743,1.0803,short,sl,-0.00558503211393466,-0.00758503211393466,0.45575777044184546,2
1410,1411,1.17148,1.16548,long,sl,-0.005121726363232838,-0.007121726363232838,0.35914066931413063,1
1415,1417,1.1386,1.1326,long,sl,-0.005269629369401023,-0.007269629369401023,0.41380639123654284,1
1426,1428,1.08598,1.09198,long,tp,0.005524963627322792,0.0035249636273227917,0.37693180712259594,1
1430,1431,1.11692,1.11092,long,sl,-0.00537191562511192,-0.00737191562511192,0.35639374556489706,1
1434,1435,1.17793,1.17193,long,sl,-0.005093681288361792,-0.007093681288361792,0.3580125832762151,1
1440,1441,1.09418,1.10018,long,tp,0.005483558463872495,0.0034835584638724945,0.35511794691473114,1
1445,1446,1.09935,1.09335,long,sl,-0.005457770500750448,-0.007457770500750448,0.38512040267259645,1
1451,1453,1.13332,1.12732,long,sl,-0.005294179931528611,-0.007294179931528611,0.35288017668113697,1
1458,1459,1.16349,1.15749,long,sl,-0.005156898641157213,-0.007156898641157213,0.5158825369287344,1
1463,1464,1.10871,1.10271,long,sl,-0.0054116946721866,-0.0074116946721866,0.3536674936779452,1
1468,1469,1.13288,1.12688,long,sl,-0.005296236141515434,-0.007296236141515434,0.3542661770657289,1
1472,1473,1.02741,1.03341,short,sl,-0.005839927584897953,-0.007839927584897953,0.4607089785038931,2
1480,1481,1.15915,1.15315,long,sl,-0.005176206703187686,-0.007176206703187686,0.35329760084778766,1
1485,1486,1.1774,1.1714,long,sl,-0.005095974180397491,-0.007095974180397491,0.3710761685866859,1
1489,1490,1.08459,1.09059,long,tp,0.0055320443669958285,0.0035320443669958285,0.39353229809964635,1
1493,1494,1.13462,1.12862,long,sl,-0.005288114082247806,-0.007288114082247806,0.4003339482517066,1
1497,1498,1.04434,1.05034,short,sl,-0.005745255376601495,-0.007745255376601495,0.3661395158340419,2
1503,1504,1.09629,1.09029,long,sl,-0.005473004405768552,-0.007473004405768552,0.3660800248183638,1
1525,1526,1.04148,1.04748,short,sl,-0.0057610323770019645,-0.0077610323770019645,0.38743212131495625,2
1529,1531,1.073,1.079,short,sl,-0.0055917986952469766,-0.007591798695246977,0.5193243853039722,2
1536,1537,1.17389,1.16789,long,sl,-0.0051112114422986864,-0.0071112114422986865,0.45276452591062855,1
1541,1542,1.13794,1.13194,long,sl,-0.0052726857303548565,-0.0072726857303548565,0.46699082493053323,1
1561,1562,1.15757,1.15157,long,sl,-0.005183271853969959,-0.007183271853969959,0.4249014311426332,1
1568,1569,1.0531,1.0591,short,sl,-0.005697464628240438,-0.007697464628240438,0.3731625983301887,2
1575,1576,1.0279,1.0339,short,sl,-0.005837143691020532,-0.007837143691020532,0.4721241026668756,2
1582,1583,1.15639,1.15039,long,sl,-0.005188560952619796,-0.007188560952619796,0.3978813692188552,1
1586,1587,1.03747,1.04347,short,sl,-0.005783299758065299,-0.007783299758065299,0.49361178834391817,2
1591,1592,1.15234,1.14634,long,sl,-0.005206796605168618,-0.007206796605168618,0.4618773324604639,1
1608,1609,1.07098,1.06498,short,tp,0.00560234551532242,0.00360234551532242,0.4059311220263558,2
1616,1617,1.17712,1.17112,long,sl,-0.005097186353133075,-0.007097186353133075,0.3755100938672336,1
1620,1622,1.09669,1.10269,short,sl,-0.005471008215630676,-0.007471008215630676,0.47437966352640043,2
1626,1627,1.17579,1.1697899999999999,long,sl,-0.005102952057765423,-0.007102952057765423,0.360325273580335,1
1633,1635,1.06885,1.07485,short,sl,-0.005613509847031861,-0.007613509847031861,0.37146472236090977,2
1638,1639,1.14075,1.13475,long,sl,-0.00525969756738988,-0.00725969756738988,0.3814790437930721,1
1649,1650,1.08195,1.08795,long,tp,0.005545542769998618,0.0035455427699986183,0.3527178861933611,1
1654,1655,1.03515,1.04115,short,sl,-0.005796261411389659,-0.007796261411389659,0.5172418962336159,2
1659,1660,1.1252,1.1192,long,sl,-0.0053323853537149,-0.0073323853537149,0.37886780891563526,1
1663,1664,1.08368,1.07768,long,sl,-0.005536689797726271,-0.007536689797726271,0.42948898806207514,1
1668,1669,1.03777,1.04377,short,sl,-0.005781627913699572,-0.007781627913699572,0.37712562679724254,2
1673,1674,1.169,1.163,long,sl,-0.005132591958939269,-0.007132591958939269,0.4031490843668985,1
1684,1685,1.16656,1.16056,long,sl,-0.005143327389932798,-0.007143327389932798,0.4486366833437314,1
1688,1690,1.09071,1.09671,long,tp,0.005501003933217816,0.0035010039332178163,0.3524514258737467,1
1703,1704,1.16597,1.15997,long,sl,-0.005145929998198929,-0.007145929998198929,0.374133751921214,1
1707,1708,1.16999,1.16399,long,sl,-0.00512824895939282,-0.00712824895939282,0.4996164951567985,1
1714,1715,1.09793,1.10393,long,tp,0.005464829269625573,0.0034648292696255727,0.35363731293080813,1
1720,1721,1.09952,1.10552,long,tp,0.005456926658905709,0.0034569266589057086,0.3529389501445889,1
1726,1727,1.06219,1.06819,short,sl,-0.005648706916841625,-0.007648706916841625,0.4264826541286005,2
1732,1733,1.14168,1.13568,long,sl,-0.005255413075467737,-0.007255413075467737,0.47343436817317186,1
1741,1742,1.17884,1.17284,long,sl,-0.005089749245020533,-0.007089749245020533,0.3627685407845049,1
1751,1752,1.04159,1.03559,long,sl,-0.005760423967203991,-0.007760423967203991,0.35548421265067626,1
1755,1756,1.02522,1.03122,short,sl,-0.005852402411189799,-0.007852402411189799,0.40965396485918487,2
1762,1763,1.12851,1.12251,long,sl,-0.00531674508865673,-0.00731674508865673,0.3612595054673149,1
1777,1778,1.06424,1.07024,short,sl,-0.005637826054273477,-0.007637826054273477,0.4689918466389553,2
1782,1783,1.17548,1.16948,long,sl,-0.005104297818763403,-0.007104297818763403,0.37591729073064073,1
1799,1800,1.0596,1.0656,short,sl,-0.005662514156285396,-0.007662514156285396,0.48866579507559954,2
1805,1806,1.09066,1.08466,long,sl,-0.005501256120147438,-0.007501256120147438,0.40034550121608287,1
1809,1810,1.12727,1.12127,long,sl,-0.005322593522403688,-0.007322593522403688,0.4940112590304446,1
1815,1816,1.16237,1.15637,long,sl,-0.005161867563684546,-0.007161867563684546,0.4093073098772609,1
1819,1820,1.13631,1.14231,long,tp,0.005280249227763555,0.0032802492277635553,0.3976703537893596,1
1824,1825,1.11852,1.11252,long,sl,-0.005364231305653905,-0.007364231305653905,0.3550246937936799,1
1831,1832,1.09868,1.10468,long,tp,0.0054610987730731465,0.0034610987730731464,0.4737653238381596,1
1836,1837,1.09082,1.09682,long,tp,0.005500449203351613,0.0035004492033516126,0.35417375459790695,1
1848,1849,1.15222,1.14622,long,sl,-0.005207338876256275,-0.007207338876256275,0.42461516065348076,1
1853,1854,1.08447,1.09047,long,tp,0.00553265650502089,0.00353265650502089,0.35400321495344694,1
1860,1861,1.09791,1.09191,long,sl,-0.005464928819302134,-0.007464928819302134,0.3528515790441491,1
1870,1871,1.04564,1.05164,short,sl,-0.0057381125435140255,-0.007738112543514026,0.39840125806267057,2
1883,1884,1.14939,1.14339,long,sl,-0.005220160258919954,-0.007220160258919954,0.4638487089663246,1
1889,1891,1.07116,1.0651599999999999,long,sl,-0.005601404085290718,-0.007601404085290718,0.3547140936129691,1
1896,1897,1.06977,1.0757700000000001,long,tp,0.005608682240107691,0.003608682240107691,0.3885624622679149,1
1900,1901,1.03342,1.03942,short,sl,-0.005805964661028435,-0.007805964661028435,0.37001709245610037,2
1909,1912,1.08579,1.09179,long,tp,0.005525930428535909,0.003525930428535909,0.40166065732448836,1
1920,1921,1.16521,1.15921,long,sl,-0.005149286394727135,-0.007149286394727135,0.36336288337522243,1
1927,1928,1.04694,1.05294,short,sl,-0.005730987449137492,-0.007730987449137492,0.38300348623206687,2
1932,1933,1.07932,1.08532,short,sl,-0.005559055701738136,-0.007559055701738136,0.4131733741942716,2
1936,1938,1.05065,1.05665,short,sl,-0.005710750487793275,-0.007710750487793275,0.3584904420635933,2
1945,1946,1.08784,1.08184,long,sl,-0.005515516987792328,-0.007515516987792328,0.3525693532393712,1
1950,1951,1.06426,1.07026,short,sl,-0.005637720105989143,-0.007637720105989143,0.5171482075533059,2
1959,1960,1.12265,1.11665,short,tp,0.005344497394557526,0.0033444973945575256,0.387175146384166,2
